gene,outcome,gsmr_beta,gsmr_se,gsmr_pval,gsmr_nsnp,heidi_out,Q_MR_Egger,Q_Inverse_variance_weighted,Q_df_MR_Egger,Q_df_Inverse_variance_weighted,Q_pval_MR_Egger,Q_pval_Inverse_variance_weighted,nsnp,b_MR_Egger,b_Weighted_median,b_Inverse_variance_weighted,b_Simple_mode,se_MR_Egger,se_Weighted_median,se_Inverse_variance_weighted,se_Simple_mode,pval_MR_Egger,pval_Weighted_median,pval_Inverse_variance_weighted,pval_Simple_mode,r2_exposure,r2_oucome,correct_dir,steiger_pval,H3,H4,causal_snp,pleiotropy_egger_intercept,pleiotropy_se,pleiotropy_pval,mrpresso_pval,adjp_MR_Egger,adjp_Weighted_median,adjp_Inverse_variance_weighted,adjp_Simple_mode,is_candidate
GATAD2A,T2D_GSMR,0.0500786,0.00733819,8.83056e-12,22,6.744696270967742e-10,224.8515,230.2907,29,30,0,0,31,0.0570056,0.0034189,0.0349109,0.0273879,0.0318806,0.0128077,0.0178129,0.0272633,0.0842143,0.7895144,0.0500115,0.3231381,0.1515689,3.8e-4,TRUE,0,1,1.78807634513654e-17,rs4808200,-0.0050288,0.0060041,0.4091245,<0.001,0.2968504066508314,0.7959506586956521,0.06205440301003345,0.4289239180679785,FALSE
GATC,T2D_GSMR,-0.0280418,0.010849,0.00974513,10,0.04867939147151898,161.6655,166.9942,13,14,0,0,15,-0.040995,-0.0342596,-0.0131988,-0.0029136,0.0527195,0.0127758,0.0306006,0.0257487,0.4507214,0.0073273,0.6662316,0.911513,0.0985692,2.26e-4,TRUE,0,1,1.58617113232291e-30,rs566124,0.0065535,0.0100114,0.5241389,<0.001,0.6620528727272728,0.01165456934619507,0.6757947330143541,0.932130141322314,FALSE
GBAP1,T2D_GSMR,-0.0288324,0.00446798,1.09573e-10,32,6.652345403846154e-9,37.11489,40.15205,30,31,0.1738196,0.1256472,32,-0.0415275,-0.0354284,-0.0307251,-0.0328541,0.0081997,0.0057211,0.0045417,0.0098914,1.94e-5,0,0,0.0023031,0.4605317,1.397e-4,TRUE,0,0.0256779765324859,0.973898116238238,rs2974930,0.0040221,0.0025671,0.1276447,0.16,0.0124656,0,0,0.05512581290322581,TRUE
GATM,T2D_GSMR,0.0223645,0.00619433,3.05626e-4,42,0.003180861369230769,59.06971,59.10159,38,39,0.0158253,0.0204305,40,0.0191955,0.0234573,0.0178017,0.0323796,0.0115842,0.0079694,0.0062049,0.0149408,0.1057481,0.0032462,0.0041181,0.0363884,0.2477038,1.007e-4,TRUE,0,0.0630859378427144,0.104956037993875,rs7164602,-3.69e-4,0.0025763,0.8868725,0.021,0.3151208441767068,0.005966488118811881,0.007855090488431877,0.1529755966005666,FALSE
GBAS,T2D_GSMR,0.071920799999999993,0.0232204,0.00195283,6,0.014086255087585682,25.61494,25.71459,3,4,1.15e-5,3.61e-5,5,0.082588,0.0847472,0.1043205,0.0879296,0.2083488,0.0280275,0.0470429,0.0623209,0.7183271,0.0024969,0.0265846,0.2310991,0.0202655,7.59e-5,TRUE,0,0.859392121637194,7.64699675562105e-5,rs7791829,0.0025793,0.0238755,0.9207919,0.002,0.8353654474549725,0.004812207272727272,0.03642802068328717,0.34163054621513944,FALSE
GBA,T2D_GSMR,0.0796632,0.015443,2.48888e-7,4,6.621399573033708e-6,16.11124,28.0917,4,5,0.0028735,3.49e-5,6,0.2020973,0.0697955,0.0560506,0.0799528,0.0879787,0.0154676,0.0281792,0.032882,0.0832026,6.4e-6,0.0466923,0.0592708,0.0568,9.68e-5,TRUE,0,0.860220179081031,0.121997404706155,rs11264345,-0.0377545,0.021891,0.1596778,0.008,0.29429804666666665,3.320839160839161e-5,0.05832607171717172,0.17951483132530122,FALSE
GBA2,T2D_GSMR,-0.053888,0.00759224,1.26783e-12,29,1.07210874375e-10,59.92445,60.76442,30,31,9.403e-4,0.001096,32,-0.0625246,-0.0528379,-0.0509574,-0.050954,0.0202559,0.0101464,0.0095075,0.0160526,0.0043282,2e-7,1e-7,0.0033841,0.1539076,1.642e-4,TRUE,0,0.00319524332011398,0.996800462506258,rs10814274,0.0023116,0.0035648,0.5216151,0.005,0.09449370000000001,1.6488888888888886e-6,1.1415384615384615e-6,0.0643846717948718,FALSE
GBE1,T2D_GSMR,-0.105974,0.0244841,1.50287e-5,4,2.497137152631579e-4,2.560381,2.941349,3,4,0.4644776,0.5676881,5,-0.1121414,-0.0857224,-0.0920797,-0.0865895,0.0374661,0.0219474,0.0186351,0.0299865,0.0579851,9.39e-5,8e-7,0.0446696,0.0192046,3.69e-5,TRUE,0,0.0176971220289091,0.111921374086125,rs11715625,0.0028529,0.0046221,0.5807691,0.687,0.256644214084507,3.3658840579710146e-4,7.2390243902439025e-6,0.16530523333333333,FALSE
GCH1,T2D_GSMR,0.0247223,0.00889959,0.00547082,16,0.031307635178247736,15.10951,16.06748,16,17,0.5166327,0.5190562,18,0.0405365,0.0315684,0.0289736,0.0459891,0.0147253,0.0121372,0.0087902,0.0201913,0.014151,0.0092962,9.803e-4,0.0359521,0.0949949,3.59e-5,TRUE,0,0.0106708510381374,0.00187235130523302,rs8003903,-0.002352,0.002403,0.3422674,0.594,0.15107974100719423,0.014236904850361196,0.0025432958041958042,0.15157078522727271,FALSE
GCDH,T2D_GSMR,-0.0773925,0.00772393,1.24698e-23,23,6.947145635294118e-21,65.92195,67.00889,22,23,2.9e-6,3.5e-6,24,-0.0774776,-0.0747655,-0.062496,-0.0837911,0.0272498,0.0117722,0.0109715,0.0195316,0.0094576,0,0,2.733e-4,0.16639,2.205e-4,TRUE,0,0.800502708072372,0.199497291927599,rs8012,0.003308,0.0054925,0.5531446,<0.001,0.140350784,0,0,0.020141927272727272,FALSE
GCN1L1,T2D_GSMR,-0.0433998,0.00756313,9.56133e-9,29,3.4695538862068963e-7,80.34762,80.51736,25,26,1e-7,2e-7,27,-0.0386315,-0.0444104,-0.0429728,-0.0431961,0.0218777,0.009076,0.0108327,0.0172185,0.0896422,1e-6,7.28e-5,0.0186856,0.1448661,1.754e-4,TRUE,0,1,3.2392928786981903e-15,rs2422,-0.0011701,0.0050916,0.8201053,<0.001,0.30262099,6.776255707762557e-6,3.1497142857142855e-4,0.12806647706422017,FALSE
GDPD3,T2D_GSMR,-0.0548584,0.0158189,5.24525e-4,10,0.004941087476663356,41.41637,41.60374,8,9,1.7e-6,3.9e-6,10,-0.0559427,-0.1131872,-0.0682258,-0.1231253,0.0706795,0.0223728,0.0271732,0.0540079,0.4514808,4e-7,0.0120465,0.0485813,0.0433084,9.53e-5,TRUE,0,0.999940887733746,5.91112860049166e-5,rs57149692,-0.002236,0.0117536,0.8538566,0.001,0.6620528727272728,3.0441025641025636e-6,0.01889746934460888,0.16608326287015945,FALSE
GDF15,T2D_GSMR,-0.0538937,0.0194997,0.0057129599999999996,4,0.03226442704830053,5.165725,5.241987,2,3,0.0755574,0.1549114,4,-0.0511739,-0.0501579,-0.0600571,-0.045272,0.0586349,0.0176109,0.0227559,0.0267787,0.4748252,0.0043978,0.0083105,0.1894943,0.0241787,2.3e-5,TRUE,0,0.0910616169148563,0.00813039940715574,rs4808795,-0.001322,0.0076936,0.8793837,0.379,0.6839263732298739,0.007562381460023175,0.01404644874715262,0.2987651184713376,FALSE
GGT7,T2D_GSMR,-0.0842915,0.0173805,1.23594e-6,10,2.7477905492957746e-5,40.98802,41.78414,8,9,2.1e-6,3.6e-6,10,-0.0463646,-0.0612961,-0.0699565,-0.107827,0.0671085,0.0172288,0.0288992,0.0413508,0.509181,3.74e-4,0.0154903,0.0283814,0.0360503,9.32e-5,TRUE,0,1,2.4440741099475004e-16,rs4911164,-0.0037318,0.009467,0.7037398,0.002,0.6990051840888066,0.0010354776119402985,0.023266806882591095,0.14391963686006826,FALSE
GGA1,T2D_GSMR,0.0472319,0.0159907,0.00313975,7,0.020420503054221002,8.738013,8.764598,5,6,0.1199814,0.1872561,7,0.0452102,0.0461047,0.0429908,0.0440939,0.0241604,0.0148779,0.0147394,0.0238919,0.1202198,0.0019426,0.0035373,0.1144926,0.0474564,2.9e-5,TRUE,0,0.208547565153045,0.0557759750560918,rs12710562,-4.863e-4,0.0039431,0.9066444,0.321,0.3328473567164179,0.0039490663013698624,0.0069344163804491415,0.23367353461538462,FALSE
GGH,T2D_GSMR,-0.0374471,0.0126166,0.00299674,11,0.019668831975051974,6.058651,7.944024,10,11,0.8103118,0.7183091,12,-0.0104678,-0.0443455,-0.0426608,-0.055338,0.0259129,0.0143967,0.0110353,0.0239549,0.6947453,0.0020682,1.107e-4,0.0412921,0.0571863,3.06e-5,TRUE,0,0.0069353418457517,0.00515611783902409,rs13273611,-0.0071854,0.005233,0.1997273,0.735,0.8187403349722443,0.004147579459459459,4.428e-4,0.15963588958333336,FALSE
GIMAP2,T2D_GSMR,0.0347982,0.0102762,7.08418e-4,16,0.006383850502378687,12.83444,13.71294,14,15,0.5395992,0.5474021,16,0.0191404,0.0415103,0.0332736,0.0604569,0.0174467,0.0122023,0.0087757,0.0217132,0.2911186,6.693e-4,1.497e-4,0.0138916,0.0787881,3.74e-5,TRUE,0,0.978936779643368,2.1495348590466e-5,rs6952002,0.0029831,0.0031827,0.3645016,0.484,0.5415311018773467,0.0016834596610169489,5.638446700507615e-4,0.12069552138728326,FALSE
GGNBP2,T2D_GSMR,-0.0351446,0.00570884,7.45191e-10,19,3.546584905025125e-8,10.86599,10.89199,18,19,0.8999565,0.9274183,20,-0.0353671,-0.0359058,-0.0374929,-0.0279915,0.0142975,0.0079914,0.0055282,0.0112196,0.0235614,7e-6,0,0.0219765,0.2283542,8.75e-5,TRUE,0,0.0150303007716614,0.98489160725372,rs11650008,-6.834e-4,0.0042391,0.8737169,0.95,0.17659150303030302,3.569759450171821e-5,0,0.1364565941422594,TRUE
GID4,T2D_GSMR,-0.106286,0.0202346,1.49908e-7,6,4.23814527761194e-6,12.52371,12.75739,5,6,0.0282754,0.0470545,7,-0.0738917,-0.107238,-0.0914444,-0.1129444,0.0626104,0.0193371,0.0228996,0.0379229,0.291011,0,6.52e-5,0.0246921,0.0293009,6.13e-5,TRUE,0,0.999831612826855,1.6802318640363e-4,rs6502634,-0.002754,0.0090162,0.7723337,0.152,0.5415311018773467,0,2.8626272189349113e-4,0.14120205839416058,FALSE
GIGYF1,T2D_GSMR,-0.0758732,0.0146828,2.37279e-7,8,6.38428809375e-6,39.65914,39.84689,8,9,3.7e-6,8.1e-6,10,-0.0669526,-0.0385972,-0.0600106,-0.0072298,0.0440187,0.0252365,0.0243746,0.0347753,0.1667513,0.1261604,0.0138158,0.8399359,0.0517723,9.04e-5,TRUE,0,0.0127837150445347,0.987215864515256,rs506597,0.0011866,0.0060974,0.8505479,0.009,0.3946713384370016,0.1394058329113924,0.021202323888314376,0.8777958236619717,FALSE
GIMAP7,T2D_GSMR,-0.0533987,0.0153771,5.1544e-4,13,0.004871988263473055,25.71533,25.71541,12,13,0.0117741,0.0185594,14,-0.0614548,-0.0747355,-0.0612153,-0.0422285,0.0440038,0.0176156,0.0178274,0.0371149,0.1878353,2.21e-5,5.952e-4,0.275749,0.0432797,6.5e-5,TRUE,0,0.999999999732893,1.16813248229081e-10,rs1464746,3.12e-5,0.0052002,0.9953097,0.026,0.42427334124809746,9.674454277286135e-5,0.001708465764023211,0.383156850187266,FALSE
GIMAP6,T2D_GSMR,0.0559472,0.0125202,7.87478e-6,11,1.4315171090211132e-4,32.41304,33.0242,13,14,0.0020857,0.0028579,15,0.0216501,0.0319475,0.0316865,0.0581606,0.0254184,0.0129956,0.0149157,0.0253944,0.4097697,0.0139586,0.0336394,0.0380435,0.0709339,5.84e-5,TRUE,0,0.97960729181925,8.49801940041573e-5,rs7777745,0.002107,0.0042558,0.6287951,0.012,0.6347580739039667,0.019978045901639343,0.04437410631111111,0.15508436568364609,FALSE
GINS2,T2D_GSMR,-0.0586697,0.010247,1.03104e-8,12,3.6988559999999996e-7,31.2942,33.38806,11,12,9.89e-4,8.418e-4,13,-0.0384501,-0.0512714,-0.0559142,-0.0691339,0.0249317,0.0120962,0.0142349,0.027392,0.1512833,2.25e-5,8.57e-5,0.0267187,0.088378,1.024e-4,TRUE,0,0.947551139741854,0.0498712672202221,rs4843506,-0.0041373,0.0048226,0.4092495,0.003,0.3766852637583893,9.820588235294117e-5,3.613034090909091e-4,0.14198646999999998,FALSE
GIT1,T2D_GSMR,0.0240015,0.00806774,0.00292992,28,0.0193509569874477,67.9337,69.50957,27,28,2.2e-5,2.18e-5,29,0.0106168,0.0245198,0.0245513,0.0335256,0.0202297,0.0092991,0.0098946,0.0181629,0.6039957,0.0083697,0.0130911,0.075516,0.1391402,1.141e-4,TRUE,0,0.999938093783121,3.52663078851724e-7,rs894606,0.0033404,0.0042208,0.4356046,<0.001,0.7544862111111111,0.013088129399367756,0.0202818496868476,0.19879089879101897,FALSE
GLTPD1,T2D_GSMR,-0.0478725,0.013044,2.4247e-4,5,0.002618510114025086,2.87968,3.304561,3,4,0.4105505,0.5082099,5,-0.0374499,-0.0484656,-0.0465542,-0.0414721,0.0178868,0.0119773,0.011174,0.021082300000000002,0.1273253,5.2e-5,3.1e-5,0.1205624,0.0683029,2.87e-5,TRUE,0,0.0597777286890563,0.438231019533931,rs307354,-0.0035643,0.0054681,0.5609959,0.615,0.34354680945454547,2.0254068241469815e-4,1.528372093023256e-4,0.23855280213333332,FALSE
GLTSCR1,T2D_GSMR,0.0601652,0.0178232,7.36372e-4,6,0.006530130348314607,5.78192,5.90167,5,6,0.3280207,0.4342948,7,0.0685289,0.0827561,0.0594824,0.0799135,0.0329639,0.0218198,0.016008,0.0410644,0.0921898,1.49e-4,2.026e-4,0.0996027,0.0269018,2.61e-5,TRUE,0,0.0633073123882423,0.332865330007721,rs2974225,-0.0014041,0.0043633,0.7606217,0.381,0.30312242450765864,4.8157570498915406e-4,7.057708920187794e-4,0.21765457,FALSE
GNAO1,T2D_GSMR,-0.0683491,0.0182194,1.75813e-4,4,0.002001352070913462,13.7774,14.79463,4,5,0.0080405,0.0112769,6,-0.0473121,-0.0765612,-0.0764652,-0.060305,0.0606226,0.0174117,0.0261716,0.0297151,0.4787369,1.1e-5,0.0034815,0.098181,0.0297142,5.45e-5,TRUE,0,0.018539146438034,0.193693751581887,rs9888854,-0.0056137,0.0103298,0.6156925,0.073,0.6850969716489875,5.232051282051282e-5,0.0068521830238726785,0.21706017303703704,FALSE
GMCL1,T2D_GSMR,0.0765232,0.0207729,2.29776e-4,7,0.002515847972254335,7.584117,10.358316,4,5,0.1080568,0.0656963,6,0.020978,0.0706763,0.0758624,0.0600754,0.0515721,0.0205133,0.0256241,0.0336118,0.7050016,5.702e-4,0.0030705,0.1339247,0.0214383,3.77e-5,TRUE,0,0.0979897909910741,0.0482468393159896,rs35002543,0.0071418,0.0059042,0.2930267,0.231,0.8269909837667454,0.0014716118260869565,0.006197917934782609,0.2493654388958595,FALSE
GNAI3,T2D_GSMR,-0.0213986,0.00660467,0.00119565,20,0.009621071495327102,37.91395,43.37802,17,18,0.0025256,7.074e-4,19,-0.0094334,-0.0235198,-0.0232911,-0.0293904,0.0122129,0.0079293,0.008745,0.0107192,0.4504773,0.0030153,0.0077363,0.0134032,0.2191767,8e-5,TRUE,0,0.78104882329726,0.0291794145253806,rs3525,-0.0044262,0.0028278,0.1359484,0.001,0.6620528727272728,0.005621488944723618,0.013257123787528868,0.11982137831325301,FALSE
GOLGA7,T2D_GSMR,-0.096278,0.018834299999999998,3.19032e-7,6,8.323834909090909e-6,58.95144,59.14005,5,6,0,0,7,-0.0887588,-0.089849,-0.0792314,-0.0769903,0.091349,0.0183795,0.0472486,0.0284071,0.375853,1e-6,0.0935607,0.0350946,0.0301421,1.167e-4,TRUE,0,1,5.41014510376389e-45,rs11779509,0.0016261,0.0128565,0.904282,<0.001,0.6089146855895196,6.776255707762557e-6,0.10915415,0.15011194582132567,FALSE
GOLGA1,T2D_GSMR,0.0652265,0.0221101,0.00317689,7,0.020552134692622952,11.95913,12.10125,5,6,0.0353522,0.0597479,7,0.034223,0.0844698,0.0630814,0.0649527,0.1218784,0.0215339,0.0265919,0.0336531,0.7901149,8.76e-5,0.0176823,0.1018352,0.0225103,3.24e-5,TRUE,0,0.554508072476163,0.0796490780157434,rs754508,0.0042397,0.0173931,0.8171019,0.177,0.8888938691900076,3.1784449877750613e-4,0.026152839442231075,0.2199758905385735,FALSE
GNPTG,T2D_GSMR,0.0551755,0.0155305,3.81272e-4,8,0.003821192711111111,18.52425,19.49327,6,7,0.0050473,0.0067748,8,0.0362292,0.0231611,0.0561665,0.0279905,0.0425062,0.0235852,0.0220762,0.0514164,0.4267392,0.3260919,0.0109526,0.6030759,0.0376712,5.11e-5,TRUE,0,0.953995490183824,2.83218897716313e-5,rs4984820,0.0033952,0.0060602,0.5956008,0.048,0.6457467918450561,0.3388798176470588,0.01747705204301075,0.6810994182648402,FALSE
GPBAR1,T2D_GSMR,0.0637696,0.0154772,3.78514e-5,10,5.4316759e-4,4.111707,6.064397,7,8,0.7668249,0.6400185,9,0.1233166,0.0621295,0.0573448,0.0240501,0.0489327,0.0151913,0.0128664,0.035485,0.0398031,4.32e-5,8.3e-6,0.5170456,0.0480445,5.95e-5,TRUE,0,0.729305566488871,0.224514616724069,rs4674276,-0.0135233,0.0096776,0.2049918,0.553,0.2298357992217899,1.7187345844504022e-4,5.219152542372881e-5,0.6070377139240506,FALSE
GPCPD1,T2D_GSMR,0.0278011,0.0105559,0.00844621,17,0.04419561044751381,27.00106,28.33244,18,19,0.078975600000000007,0.0772363,20,0.0047786,0.0226053,0.0205988,0.0343328,0.0195446,0.0114448,0.0099706,0.0190543,0.8096095,0.0482502,0.0388327,0.0874614,0.1066647,4.61e-5,TRUE,0,0.00386090933014264,4.5904037618178e-4,rs6053566,0.0027911,0.0029626,0.3586143,0.076,0.8959266854166668,0.05893275456790124,0.04985097474048442,0.20512549102362204,FALSE
GPR162,T2D_GSMR,-0.025831,0.00620516,3.14323e-5,23,4.6660707413793105e-4,40.96076,56.81803,21,22,0.0056701,6.52e-5,23,0.0149845,-0.0174703,-0.0194744,-0.0203299,0.0145993,0.0086309,0.0094246,0.0145227,0.3163896,0.0429533,0.0387958,0.1754959,0.1735481,1.06e-4,TRUE,0,0.999933885731154,1.38873334615586e-6,rs7296859,-0.0100751,0.0035335,0.0095614,<0.001,0.5656893571084337,0.05294243953488372,0.04984672484848485,0.2871399289966924,FALSE
GPR180,T2D_GSMR,-0.0236076,0.00472194,5.74618e-7,40,1.3990249557840618e-5,47.03503,47.04715,34,35,0.0676931,0.0839023,36,-0.0145948,-0.0105737,-0.0154544,-0.0148604,0.0114591,0.0091531,0.00676,0.0183674,0.2114281,0.2480071,0.022245,0.4239439,0.2077014,7.31e-5,TRUE,0,0.249920098047864,0.0372735169515775,rs3897473,-2.191e-4,0.0023402,0.9259518,0.088,0.4567093164483261,0.26288752600000004,0.031464898666666664,0.5251525439065108,FALSE
GPR84,T2D_GSMR,-0.0421874,0.0160336,0.00850863,8,0.04439957836363636,27.25431,34.23566,7,8,2.999e-4,3.68e-5,9,0.0075673,-0.0392753,-0.0488889,-0.0427685,0.0496144,0.0153338,0.02742,0.030842,0.8830781,0.0104262,0.0745915,0.2029505,0.0400693,6.35e-5,TRUE,0,0.198007571098886,0.00218979928145954,rs3809161,-0.0081949,0.0061199,0.2223971,0.016,0.9366380480000001,0.015597258870967742,0.08898214308681673,0.3105387802061855,FALSE
GPRIN1,T2D_GSMR,0.0465161,0.0176994,0.00858602,8,0.04465579100494234,4.400333,4.61847,6,7,0.6226691,0.7064086,8,0.0405489,0.0547233,0.0546299,0.0300905,0.0338746,0.0179966,0.0154446,0.0330335,0.2764396,0.0023598,4.045e-4,0.3926303,0.0278366,2.31e-5,TRUE,0,7.1921350667604e-4,0.0146472665785938,rs4868665,0.0020944,0.0044844,0.6569419,0.798,0.5259440594871795,0.00461997783641161,0.0012558117154811716,0.49546204523809523,FALSE
GPSM1,T2D_GSMR,-0.0215194,0.00825804,0.00916407,14,0.04663777913487372,215.9253,222.7662,15,16,0,0,17,-0.0040344,-0.0246149,-0.0372636,-0.0095034,0.0554844,0.0098433,0.0270236,0.0238752,0.9429956,0.0123958,0.1679175,0.6958559,0.1518492,3.596e-4,TRUE,0,1,5.790594456164139e-48,rs28595751,-0.0079998,0.0116046,0.5011183,<0.001,0.9711349551700209,0.017981786119257086,0.18403956425406204,0.7650135422222222,FALSE
GRB14,T2D_GSMR,-0.070998,0.0171687,3.54475e-5,5,5.140381635114503e-4,12.05796,21.49752,2,3,0.002408,8.3e-5,4,-0.0360459,-0.060293,-0.0886052,-0.0773623,0.0568502,0.0174766,0.0417648,0.0703692,0.5908947,5.608e-4,0.0338775,0.3519157,0.0263098,7.22e-5,TRUE,0,0.999920677213132,4.2593509915525e-6,rs13020041,-0.0098657,0.0078845,0.3373537,0.254,0.7469231131175469,0.0014549426573426574,0.04460888198757764,0.4559020226876091,FALSE
GRB10,T2D_GSMR,0.106997,0.0239883,8.1818e-6,6,1.467610375e-4,17.1934,23.00283,5,6,0.0041472,7.955e-4,7,0.0287691,0.0977719,0.0843658,0.1043107,0.0530696,0.0245825,0.0331687,0.0369905,0.6110255,6.97e-5,0.0109737,0.0303569,0.0245853,6.38e-5,TRUE,0,0.0342168534339563,0.222012720617374,rs73113863,0.0092262,0.0070982,0.2503694,0.01,0.7556646719999999,2.58587e-4,0.017491912781954885,0.14517415500000003,FALSE
GRK4,T2D_GSMR,0.026389,0.0102496,0.0100345,21,0.04971829189330544,48.77601,49.76451,21,22,5.386e-4,6.31e-4,23,0.0136528,0.0254159,0.0236945,0.0268529,0.0193652,0.0109858,0.0115962,0.0244812,0.488548,0.0206936,0.0410225,0.2845572,0.0946599,7.87e-5,TRUE,0,0.999999337951627,3.8599981610720405e-9,rs2471338,0.0021252,0.0032577,0.5212395,0.003,0.6891684714828897,0.028147848212648947,0.05230016323024055,0.3915810619796485,FALSE
GTF2F2,T2D_GSMR,0.0196399,0.00701228,0.00509779,27,0.029656737770270267,32.18044,37.86537,24,25,0.1225809,0.0476797,26,0.0090041,0.0139323,0.0214827,0.023062,0.0090263,0.007717,0.0071096,0.0172009,0.3284532,0.0710103,0.0025139,0.19206,0.1520551,6.87e-5,TRUE,0,0.00433616721820972,0.0010603523993973,rs7987863,0.0034862,0.0016931,0.0504963,0.05,0.571439744262295,0.08310669179810726,0.0052470149085794655,0.30001793684210526,FALSE
GTF3A,T2D_GSMR,-0.0451841,0.00888029,3.61614e-7,18,9.206575790322581e-6,30.72142,30.91021,21,22,0.0784208,0.0979676,23,-0.0480785,-0.0365781,-0.0522934,-0.0202537,0.0147862,0.0114254,0.0088181,0.0254082,0.0038172,0.0013672,0,0.4338926,0.1177749,1.069e-4,TRUE,0,0.985777750823513,0.00196063910998777,rs1049302,-8.942e-4,0.0024893,0.7230111,0.08,0.08582916363636364,0.002979331571218796,0,0.5331546792390406,FALSE
GUF1,T2D_GSMR,-0.0416045,0.0143177,0.00366297,12,0.02289900255445545,36.69008,37.70463,10,11,6.4e-5,8.77e-5,12,-0.0274515,-0.0616891,-0.0462367,-0.0198959,0.0457997,0.0237872,0.0277023,0.0407459,0.5622511,0.0095041,0.0951066,0.6349308,0.0349952,6.33e-5,TRUE,0,1,4.35486565990854e-27,rs1595658,-0.0029445,0.0055994,0.610454,<0.001,0.7312713693251534,0.014421354192229037,0.11060987021943573,0.7085064547368422,FALSE
GYPE,T2D_GSMR,0.00902819,0.00332347,0.00659776,29,0.0362934,37.39254,38.11128,30,31,0.1659766,0.1773919,32,0.0150482,0.0122811,0.0114066,0.0108461,0.0055919,0.0039444,0.0028562,0.0068829,0.0115289,0.0018486,6.51e-5,0.1252214,1.019271,7.68e-5,TRUE,NA,0.349690944891824,0.0384228431861798,rs4498095,-0.0023054,0.003036,0.4535564,0.192,0.14452305000000001,0.0038101699999999994,2.8626272189349113e-4,0.2407253683937824,FALSE
HADHA,T2D_GSMR,0.0612342,0.0179899,6.64553e-4,6,0.006046091703170028,6.828152,7.566943,3,4,0.0775816,0.1087933,5,0.0019966,0.009542,0.0443047,0.0411726,0.0815732,0.028079,0.0307771,0.0434793,0.98201020000000006,0.7339867,0.1499992,0.3972854,0.0246036,1.53e-5,TRUE,0,0.996452482272962,2.0587864248738e-4,rs10199898,0.0130601,0.0229233,0.6087299,0.208,0.9900157179347826,0.7419865550408719,0.16586755294117644,0.5000606731128074,FALSE
HABP4,T2D_GSMR,0.0677237,0.0162025,2.91726e-5,8,4.392586559618442e-4,5.955262,9.683884,6,7,0.4282203,0.2072064,8,0.1254972,0.051041,0.0533892,0.0121526,0.0395361,0.0172534,0.0152723,0.0380055,0.0192153,0.0030933000000000002,4.726e-4,0.7584835,0.0400084,3.57e-5,TRUE,0,0.0356316777609174,0.115390845536202,rs1885426,-0.0126211,0.0065362,0.1017082,0.248,0.16388221379310347,0.0057166341220423415,0.0014225931034482758,0.8168283846153845,FALSE
HAT1,T2D_GSMR,0.0475593,0.0167988,0.00463869,13,0.027475317692307693,11.43179,11.43183,11,12,0.4078296,0.4923172,13,0.0514823,0.0529836,0.0513504,0.047418,0.0250428,0.0188562,0.0137574,0.0273719,0.064332,0.0049561,1.895e-4,0.1088075,0.0546749,3.61e-5,TRUE,0,0.0659229405771779,0.00140439416942444,rs6731562,-2.22e-5,0.0034945,0.9950411,0.573,0.26489358891966763,0.008376825056947609,6.695666666666667e-4,0.2284148485875706,FALSE
HAX1,T2D_GSMR,0.0525002,0.0144941,2.92129e-4,13,0.0030605683174778765,44.32021,51.64263,11,12,6.4e-6,7e-7,13,0.0064063,0.0437428,0.0610269,0.1047005,0.0468432,0.0151254,0.0242966,0.0309249,0.8936913,0.0038279,0.0120136,0.0054115,0.0502426,1.052e-4,TRUE,0,0.999911429944426,8.4704682714026e-7,rs12750321,0.009136,0.006777,0.204731,0.004,0.9419303190340909,0.006741373665480428,0.018885786440677964,0.07742627307692308,FALSE
HAUS4,T2D_GSMR,-0.0129814,0.00388882,8.43443e-4,46,0.007229184301357466,94.42477,104.57838,51,52,2.095e-4,2.14e-5,53,-0.0049645,-0.0154469,-0.0164541,0.0051433,0.0071554,0.0060908,0.0054284,0.010222,0.4909481,0.0112091,0.0024364,0.6169726,0.4427216,1.664e-4,TRUE,0,0.114252695971542,0.00439545931685581,rs8021296,-0.0040189,0.0017161,0.0231339,<0.001,0.6899308526515151,0.016518673684210526,0.005128535602836879,0.6925774118003026,FALSE
HBM,T2D_GSMR,-0.117745,0.0137038,8.53284e-18,9,1.8794076195348836e-15,30.48306,32.34135,11,12,0.00133,0.0012254,13,-0.1392654,-0.1304599,-0.1154184,-0.1172252,0.0340025,0.0166316,0.0173109,0.0322911,0.0017722,0,0,0.0034491,0.0685433,2.053e-4,TRUE,0,0.999999999463,5.37011025409157e-10,rs9788833,0.0038829,0.0047417,0.4302344,0.004,0.06485786666666667,0,0,0.06479068860759495,FALSE
HBZ,T2D_GSMR,0.0122401,0.00417197,0.00334752,36,0.021421866162162163,212.0916,214.2908,41,42,0,0,43,-0.0075069,-2.338e-4,0.0013993,0.0155054,0.015697,0.0059844,0.0076815,0.0115205,0.635022,0.9688335,0.8554546,0.1855574,0.5250624,2.958e-4,TRUE,0,1,6.28488337395207e-20,rs2461286,0.0035872,0.0055015,0.5180204,<0.001,0.7692837942857144,0.9694867929871882,0.858927352097429,0.2946401848128342,FALSE
